activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,action_taken
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037670407,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,6,2,1,1,1,2,2,2,305000,50.21,5.125,NA,3,NA,5465,2625,NA,375,360,NA,84,2,2,2,2,615000,1,3,3,5,1,NA,124,36,2,9,2,,,,,2,,,,,1,1,2,,,,,2,,,,,1,1,1,2,1,1,35-44,35-44,No,No,2,1,6,,,,,10,,,,5994,54.85,73100,156,1304,1307,43,1
2019,549300O6Z0I6KYMESL47,11244,CA,6059,6059099250,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,2,1,32,1,2,2,2,485000,45.66,3,NA,3,NA,1995,1000,NA,5261.08,180,NA,NA,2,2,2,2,1065000,1,1,3,5,1,NA,134,37,2,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,1,1,,,,,10,,,,3005,54.11,97900,97,627,714,45,1
2019,549300O6Z0I6KYMESL47,41884,CA,6075,6075025600,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,6,2,1,1,1,2,2,2,905000,70,5.25,NA,3,NA,13303.75,11313.75,NA,NA,360,NA,84,2,2,2,2,1305000,1,1,3,5,1,NA,192,43,3,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,2,1,6,,,,,10,,,,5648,83.69,133800,79,1188,1726,69,1
2019,549300O6Z0I6KYMESL47,23420,CA,6019,6019003804,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,5,2,1,1,1,2,2,2,185000,80,5.625,NA,3,NA,4075.5,2280.5,NA,NA,360,NA,84,2,2,2,2,225000,1,3,3,5,1,NA,118,20%-<30%,1,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,5648,78.74,57300,107,1196,1624,27,1
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037123301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,2,1,1,1,2,2,2,455000,70,5.375,NA,3,NA,9318.75,8023.75,1146.25,NA,360,NA,NA,2,2,2,2,675000,1,1,3,5,1,NA,138,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,2,1,6,,,,,10,,,,4499,70.95,73100,123,633,897,42,1
2019,549300O6Z0I6KYMESL47,40140,CA,6071,6071002022,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Male,6,2,1,32,1,2,2,2,495000,60,5.75,NA,3,NA,7270,4980,NA,1245,360,NA,84,2,2,2,2,835000,1,3,3,5,1,NA,120,<20%,9,10,3,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,2,1,6,,,,,10,,,,12999,66.67,69700,233,3183,3439,12,1
2019,549300O6Z0I6KYMESL47,40140,CA,6065,6065040609,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,0,2,3,32,1,2,2,2,415000,72.65,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,565000,1,1,3,5,1,NA,55,50%-60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,2,1,6,,,,,1,,,,11831,78.78,69700,191,2286,2807,8,3
2019,549300O6Z0I6KYMESL47,44700,CA,6077,6077001500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,6,2,1,1,1,2,2,2,245000,75,4.99,NA,3,NA,4951.26,3046.88,609.38,NA,360,NA,84,2,2,2,2,335000,1,1,3,5,1,NA,78,30%-<36%,2,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,8228,80.4,71400,61,1249,2574,50,1
2019,549300O6Z0I6KYMESL47,11244,CA,6059,6059099231,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,0,2,1,32,1,2,2,2,405000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,69,NA,9,9,2,,,,,5,,,,,2,4,2,26,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,5536,37.08,97900,153,1648,1793,42,4
2019,549300O6Z0I6KYMESL47,41740,CA,6073,6073019406,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,1,32,1,2,2,2,295000,55.62,3.875,NA,3,NA,8602.32,NA,3492.32,NA,360,NA,NA,2,2,2,2,525000,1,1,3,5,1,NA,61,43,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,1,,,,,10,,,,4913,51.19,86300,78,900,1289,38,1
2019,549300O6Z0I6KYMESL47,41884,CA,6081,6081606800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,2,1,32,1,2,2,2,485000,36.81,3,NA,3,NA,7045,NA,NA,1026.08,180,NA,NA,2,2,2,2,1315000,1,1,3,5,1,NA,284,20%-<30%,9,8,2,,,,,2,,,,,2,2,2,22,,,,2,22,,,,2,2,2,1,2,2,25-34,25-34,No,No,2,1,1,,,,,10,,,,3462,40.76,133800,134,946,1080,42,1
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037401701,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,71,2,2,31,1,2,2,2,635000,NA,3.5,NA,3,NA,13754.44,NA,NA,1422.68,360,NA,NA,2,2,2,2,655000,1,1,3,5,1,NA,141,48,9,8,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,2,1,1,,,,,10,,,,4347,40,73100,158,1252,1497,49,1
2019,549300O6Z0I6KYMESL47,0,CA,NA,NA,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,0,2,1,32,1,2,2,2,395000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,2,3,5,1,NA,153,NA,9,9,2,,,,,2,,,,,2,2,2,,,,,2,,,,,2,2,1,2,2,2,65-74,55-64,Yes,Yes,2,1,1,,,,,10,,,,0,0,0,0,0,0,0,5
2019,549300O6Z0I6KYMESL47,40140,CA,6071,6071010012,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,5,2,1,1,1,2,2,1,275000,80,5.625,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,1,2,2,355000,1,3,3,5,1,NA,6,NA,2,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,4572,53.57,69700,83,948,1564,31,1
2019,549300O6Z0I6KYMESL47,32900,CA,6047,6047001002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,5,2,1,1,1,2,2,2,325000,80,5.5,NA,3,NA,8265,6560,410,NA,360,NA,NA,2,2,2,2,415000,1,3,3,5,1,NA,90,47,3,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,14791,60.79,55500,145,2192,4232,16,1
2019,549300O6Z0I6KYMESL47,0,CA,NA,NA,U,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Joint,0,2,3,32,1,2,2,2,515000,98.27,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,525000,1,1,3,5,1,NA,90,45,8,9,2,,,,,2,,,,,2,2,4,,,,,4,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,1,,,,,9,,,,0,0,0,0,0,0,0,3
2019,549300O6Z0I6KYMESL47,0,CA,NA,NA,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,71,2,3,31,1,2,2,2,435000,92.26,3.375,NA,3,NA,12051.35,NA,NA,468.91,360,NA,NA,2,1,2,2,475000,1,1,3,5,1,NA,0,NA,8,9,2,,,,,2,,,,,2,2,2,,,,,2,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,2,1,6,,,,,10,,,,0,0,0,0,0,0,0,1
2019,549300O6Z0I6KYMESL47,36084,CA,6013,6013345103,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,6,2,1,1,1,2,2,2,735000,80,6.5,NA,3,NA,12381.66,NA,1847.78,NA,360,NA,NA,2,2,2,2,925000,1,1,3,5,1,NA,216,37,3,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,4789,38.57,111700,170,1456,1578,39,1
2019,549300O6Z0I6KYMESL47,40140,CA,6071,6071002035,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,6,2,1,1,1,2,2,2,405000,78.43,4.99,NA,3,NA,8190,4000,2000,NA,360,NA,84,2,2,2,2,525000,1,2,3,5,1,NA,142,46,2,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,6,,,,,10,,,,6884,61.56,69700,155,1806,2035,23,1
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037120400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,2,1,1,1,2,2,2,385000,70,5.625,NA,3,NA,8995,7700,NA,2406.25,360,NA,NA,2,2,2,2,555000,1,3,3,5,2,NA,156,40,2,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,<25,9999,No,NA,2,1,6,,,,,10,,,,7021,85.1,73100,63,599,855,50,1
2019,549300O6Z0I6KYMESL47,40140,CA,6071,6071009119,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,0,2,1,1,1,2,2,2,505000,80,5.5,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,635000,1,3,3,5,1,NA,112,47,2,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,5358,36.19,69700,117,1495,2063,23,2
2019,549300O6Z0I6KYMESL47,40140,CA,6071,6071009904,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,0,2,1,1,1,2,2,2,205000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,2,2,2,NA,1,3,3,5,1,NA,48,NA,9,9,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,2,1,6,,,,,10,,,,11903,80.36,69700,62,1103,2530,25,4
2019,549300O6Z0I6KYMESL47,41940,CA,6085,6085507905,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,2,1,32,1,2,2,2,345000,20.35,3.125,NA,3,NA,5320,NA,NA,3854.44,180,NA,NA,2,2,2,2,1705000,1,1,3,5,1,NA,193,20%-<30%,8,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,6520,83.48,129900,144,975,1447,48,1
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037121600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,2,1,32,1,2,2,2,425000,70,5.375,NA,3,NA,8495,7200,NA,NA,360,NA,NA,2,2,2,2,605000,1,3,3,5,1,NA,226,45,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,2684,60.25,73100,140,664,843,59,1
2019,549300O6Z0I6KYMESL47,11244,CA,6059,6059032037,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Male,0,2,1,1,1,2,2,2,865000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,2,2,2,NA,1,2,3,5,1,NA,240,NA,9,9,3,,,,,5,,,,,2,4,2,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,5103,17.15,97900,120,2212,2598,32,4
2019,549300O6Z0I6KYMESL47,42220,CA,6097,6097152400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,1,32,1,2,2,2,535000,39.42,3.5,NA,3,NA,11016.88,NA,NA,3655.98,180,NA,NA,2,2,2,2,1355000,1,1,3,5,1,NA,594,20%-<30%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,2,1,1,,,,,10,,,,10056,26.64,93300,160,3325,3722,23,1
2019,549300O6Z0I6KYMESL47,40140,CA,6071,6071009118,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,6,2,1,1,1,2,2,2,245000,80,5.75,NA,3,NA,11529,NA,4816,NA,360,NA,84,2,2,2,2,305000,1,1,3,5,1,NA,76,30%-<36%,3,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,23589,75.71,69700,114,4478,6507,12,1
2019,549300O6Z0I6KYMESL47,41740,CA,6073,6073020306,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,2,1,32,1,2,2,2,305000,73.17,3.125,NA,3,NA,4745,NA,NA,3342,180,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,112,46,1,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,9229,34.81,86300,81,2066,2800,25,1
2019,549300O6Z0I6KYMESL47,36084,CA,6013,6013345113,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,2,1,32,1,2,2,2,415000,47.13,3,NA,3,NA,6120,NA,NA,1779.4,180,NA,NA,2,2,2,2,875000,1,1,3,5,1,NA,207,20%-<30%,1,9,2,,,,,2,,,,,2,2,2,25,,,,2,25,,,,2,2,1,2,2,2,45-54,45-54,No,No,2,1,1,,,,,10,,,,4328,27.29,111700,167,1312,1468,27,1
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037406200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,0,2,1,1,1,2,2,2,405000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,2,2,2,NA,1,2,3,5,1,NA,82,NA,9,9,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,5817,84.67,73100,75,769,978,51,4
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037461502,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,1,1,1,2,2,2,445000,70,5.375,NA,3,656154.07,NA,NA,NA,NA,360,NA,NA,2,2,2,2,645000,1,1,3,5,3,NA,98,41,3,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,<25,9999,No,NA,2,1,6,,,,,10,,,,7330,86.08,73100,82,612,1232,73,1
2019,549300O6Z0I6KYMESL47,36084,CA,6001,6001409500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,5,2,1,1,1,2,2,2,365000,75,5.5,NA,3,NA,2295,1000,NA,457.5,360,NA,NA,2,2,2,2,495000,1,3,3,5,1,NA,205,20%-<30%,3,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,4198,94.26,111700,34,314,1011,54,1
2019,549300O6Z0I6KYMESL47,40140,CA,6071,6071003403,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,0,2,2,1,1,2,2,2,305000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,105,42,9,8,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,25-34,25-34,No,No,2,1,6,,,,,9,,,,4336,78.97,69700,84,771,1063,56,3
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037127712,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,2,1,1,1,2,2,1,515000,65,5.625,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,1,2,2,795000,1,3,3,5,1,NA,0,NA,9,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,2883,69.61,73100,59,223,323,48,1
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037570002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Joint,1,2,1,32,1,2,2,2,425000,76.8,3.625,NA,3,NA,7000,NA,NA,3531.29,360,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,145,30%-<36%,9,2,2,,,,,2,,,,,2,2,4,,,,,4,,,,,2,2,1,2,2,2,45-54,35-44,No,No,2,1,1,,,,,10,,,,3114,65.93,73100,147,729,923,68,1
2019,549300O6Z0I6KYMESL47,23420,CA,6019,6019003808,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,5,2,1,1,1,2,2,1,175000,68,5.5,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,1,2,2,275000,1,3,3,5,1,NA,0,NA,3,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,2,1,6,,,,,10,,,,5470,86.2,57300,104,1024,1470,21,1
2019,549300O6Z0I6KYMESL47,11244,CA,6059,6059086406,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,2,1,32,1,2,2,2,305000,46.15,3.875,NA,3,NA,4745,NA,NA,3024,360,NA,NA,2,2,2,2,655000,1,1,3,5,1,NA,100,41,3,9,2,,,,,2,,,,,2,2,2,26,,,,2,26,,,,2,2,2,1,2,2,45-54,25-34,No,No,2,1,1,,,,,10,,,,4511,79.07,97900,69,449,783,44,1
2019,549300O6Z0I6KYMESL47,11244,CA,6059,6059052517,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,2,1,32,1,2,2,2,265000,68.89,3.125,NA,3,NA,5685,NA,NA,142.04,180,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,85,36,1,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,1,1,,,,,10,,,,11322,52.91,97900,146,2136,2564,20,1
2019,549300O6Z0I6KYMESL47,41940,CA,6085,6085512510,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,0,2,1,1,1,2,2,2,895000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,2,2,2,NA,1,1,3,5,1,NA,380,NA,9,9,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,6167,55.85,129900,86,1294,1732,28,4
2019,549300O6Z0I6KYMESL47,23420,CA,6019,6019006100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,0,2,1,1,1,2,2,1,125000,65,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,1,2,2,185000,1,1,3,5,1,NA,25,NA,9,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,6,,,,,1,,,,8150,88.81,57300,120,1259,2214,36,3
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037535902,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,6,2,1,32,1,2,2,2,425000,80,4,NA,3,NA,10445,NA,1318.8,NA,360,NA,NA,2,2,2,2,525000,1,1,3,5,1,NA,100,40,1,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,1,,,,,10,,,,7998,96.3,73100,107,1212,1541,67,1
2019,549300O6Z0I6KYMESL47,11244,CA,6059,6059088904,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,71,2,3,2,1,2,2,2,575000,94.26,3.5,NA,3,NA,11873.75,NA,1092.5,NA,360,NA,NA,2,2,2,2,615000,1,1,3,5,1,NA,83,50%-60%,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,2,1,1,,,,,10,,,,5618,86.33,97900,52,890,1459,48,1
2019,549300O6Z0I6KYMESL47,41884,CA,6075,6075047901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,6,2,1,32,1,2,2,2,505000,46.18,5.5,NA,3,NA,10185,8890,NA,NA,360,NA,NA,2,2,2,2,1105000,1,1,3,5,1,NA,360,37,1,10,2,,,,,5,,,,,2,4,2,26,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,2,1,6,,,,,10,,,,6865,59.13,133800,91,1537,2178,72,1
2019,549300O6Z0I6KYMESL47,41884,CA,6081,6081604700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,0,2,1,32,1,2,2,2,385000,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,109,NA,9,9,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,2,1,6,,,,,10,,,,2658,59.56,133800,118,799,970,58,4
2019,549300O6Z0I6KYMESL47,11244,CA,6059,6059110402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,0,2,1,32,1,2,2,2,415000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,705000,1,1,3,5,1,NA,122,39,9,8,2,,,,,2,,,,,2,2,2,23,,,,2,23,,,,2,2,2,1,2,2,65-74,55-64,Yes,No,2,1,1,,,,,10,,,,5578,76.6,97900,66,723,1156,45,2
2019,549300O6Z0I6KYMESL47,40140,CA,6065,6065042733,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,71,2,3,31,1,2,2,2,305000,91.74,3.375,NA,3,NA,7286.42,NA,NA,262.6,360,NA,NA,2,1,2,2,325000,1,1,3,5,1,NA,0,NA,8,9,2,,,,,2,,,,,2,2,3,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,2,1,6,,,,,10,,,,5344,47.36,69700,130,1324,1826,10,1
2019,549300O6Z0I6KYMESL47,40140,CA,6071,6071001903,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,5,2,1,1,1,2,2,2,455000,73.39,5.25,NA,3,NA,6540,4550,NA,NA,360,NA,84,2,2,2,2,625000,1,1,3,5,1,NA,136,44,2,9,2,,,,,2,,,,,2,2,2,22,,,,2,22,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,1,6,,,,,10,,,,9493,71.13,69700,162,1532,1816,0,1
2019,549300O6Z0I6KYMESL47,40140,CA,6071,6071000111,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,0,2,1,32,1,2,2,2,545000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,2,2,2,NA,1,1,3,5,1,NA,155,NA,9,9,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,2,1,6,,,,,10,,,,2852,55.26,69700,172,677,896,28,4
2019,549300O6Z0I6KYMESL47,36084,CA,6001,6001430600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,6,2,1,1,1,2,2,2,665000,75,5.375,NA,3,NA,13810.63,9956.25,1659.38,NA,360,NA,NA,2,2,2,2,885000,1,2,3,5,1,NA,151,42,1,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,2,1,6,,,,,10,,,,5739,50.48,111700,130,1813,2095,52,1
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037920108,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,71,2,2,31,1,2,2,2,405000,NA,3.375,NA,3,NA,11024.61,NA,312.7,NA,360,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,96,48,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,1,1,,,,,10,,,,4444,50.54,73100,198,1150,1378,9,1
